user_id,signup_date,loyalty_status,age,city,avg_rating_given,churn_prob,referred_by,recency_days,total_trips,avg_fare,avg_tip,avg_surge_multiplier,total_sessions,avg_time_on_app,avg_pages_visited,session_recency_days
R00012,2023-10-28 00:00:00+00:00,Gold,37.72034837887733,Cairo,4.6,0.0571171871767164,R00002,570,23,14.301739130434783,0.7356521739130436,1.117391304347826,4.0,18.0,2.0,22.0
R00013,2023-07-02 00:00:00+00:00,Bronze,39.72877065914783,Cairo,4.2,0.1737535185298938,R00002,688,14,16.205000000000002,0.6057142857142858,1.0357142857142858,6.0,160.0,3.0,22.0
R00014,2023-09-03 00:00:00+00:00,Bronze,44.55063732406345,Nairobi,5.0,0.2876183860002614,R00002,625,29,14.750344827586206,0.30689655172413793,1.1379310344827587,3.0,29.0,3.6666666666666665,22.0
R00015,2025-01-15 00:00:00+00:00,Gold,18.0,Nairobi,5.0,0.3570941783944128,R00014,125,26,15.595384615384615,1.0015384615384615,1.1615384615384614,9.0,120.44444444444444,1.6666666666666667,22.0
R00016,2024-05-04 00:00:00+00:00,Gold,32.22729534551255,Nairobi,3.9,0.0490431232864207,R00013,381,20,15.4465,1.416,1.035,1.0,88.0,5.0,22.0
R00017,2023-05-02 00:00:00+00:00,Gold,25.253911415422365,Lagos,4.2,0.425521365571281,R00002,749,19,15.13,0.6689473684210526,1.1368421052631579,6.0,26.666666666666668,2.8333333333333335,22.0
R00018,2025-04-19 00:00:00+00:00,Gold,51.02851520589413,Nairobi,4.4,0.1704961706951263,R00002,31,24,13.316666666666668,0.6254166666666666,1.0458333333333334,5.0,26.8,1.8,22.0
R00019,2025-02-27 00:00:00+00:00,Bronze,33.912680597238285,Lagos,4.5,0.3327413627536465,R00002,82,26,17.764615384615386,0.23923076923076922,1.1961538461538461,6.0,122.0,3.1666666666666665,22.0
R00020,2023-07-19 00:00:00+00:00,Bronze,18.0,Cairo,4.9,0.2470390089311816,R00001,671,19,16.742631578947368,0.6094736842105263,1.1210526315789473,7.0,165.28571428571428,2.7142857142857144,22.0
R00021,2024-08-14 00:00:00+00:00,Bronze,43.13473170517476,Cairo,4.9,0.2194934383631593,R00002,279,15,13.351333333333335,0.26666666666666666,1.0266666666666666,2.0,136.5,3.5,22.0
R00022,2025-01-30 00:00:00+00:00,Bronze,45.045023525467215,Lagos,4.7,0.1454346823339429,R00002,110,18,14.392777777777777,0.29611111111111105,1.1055555555555554,4.0,82.0,2.75,22.0
R00023,2024-09-15 00:00:00+00:00,Bronze,50.99949075524288,Lagos,4.6,0.2275797908870763,R00001,247,22,14.13090909090909,0.4104545454545454,1.0863636363636362,3.0,81.0,3.0,22.0
R00024,2025-04-16 00:00:00+00:00,Gold,40.61549756680133,Nairobi,4.4,0.3819486160999928,R00015,34,20,16.1145,0.6825,1.105,6.0,161.66666666666666,2.1666666666666665,22.0
R00025,2023-10-24 00:00:00+00:00,Bronze,45.73577084214619,Cairo,3.8,0.4325432238769507,R00021,574,13,15.84769230769231,0.1846153846153846,1.1153846153846154,7.0,147.14285714285714,3.0,22.0
R00026,2024-08-08 00:00:00+00:00,Bronze,18.76195552848549,Lagos,4.7,0.2223838627316544,R00002,285,18,15.673333333333334,0.2833333333333333,1.1,5.0,12.2,1.2,22.0
R00027,2023-07-13 00:00:00+00:00,Silver,35.381568557422376,Cairo,4.7,0.3220642377833406,R00021,677,24,17.211666666666666,0.6016666666666667,1.2083333333333333,4.0,19.0,2.5,22.0
R00028,2025-03-15 00:00:00+00:00,Silver,42.42912266413669,Cairo,4.9,0.3840175775107908,R00002,66,18,15.753888888888888,0.28500000000000003,1.1944444444444444,7.0,57.714285714285715,1.7142857142857142,22.0
R00029,2023-12-25 00:00:00+00:00,Bronze,22.954468464671187,Lagos,4.8,0.0435092202303506,R00025,512,14,16.745,0.19,1.2357142857142858,7.0,384.7142857142857,2.7142857142857144,22.0
R00030,2024-09-05 00:00:00+00:00,Bronze,45.94778329399017,Lagos,4.1,0.0668571452226472,R00023,257,16,14.63125,0.305,1.0875,4.0,351.25,3.0,22.0
R00031,2024-03-19 00:00:00+00:00,Bronze,29.63579333836345,Lagos,4.1,0.276995816524852,R00002,427,25,16.7808,0.51,1.22,8.0,55.0,2.25,22.0
R00032,2024-09-21 00:00:00+00:00,Bronze,34.63918573883144,Nairobi,5.0,0.1423222710606449,R00002,241,19,14.972105263157896,0.5468421052631579,1.0473684210526315,4.0,99.0,3.75,22.0
R00033,2024-02-21 00:00:00+00:00,Bronze,24.57087466767476,Cairo,4.6,0.3302459027051639,R00018,454,22,15.715454545454547,0.14272727272727273,1.1636363636363638,5.0,44.2,1.8,22.0
R00034,2024-06-08 00:00:00+00:00,Silver,44.86960759629717,Nairobi,3.1,0.0985965155626195,R00002,346,22,14.789090909090909,0.46727272727272723,1.1363636363636365,6.0,11.0,2.6666666666666665,22.0
R00035,2025-01-25 00:00:00+00:00,Bronze,36.293999539812944,Nairobi,4.7,0.195310917231213,R00002,115,11,16.526363636363637,0.5581818181818182,1.1363636363636365,7.0,37.57142857142857,1.7142857142857142,22.0
R00036,2024-05-04 00:00:00+00:00,Bronze,31.37955035330288,Lagos,3.9,0.1779834154145498,R00002,381,24,14.16625,0.5499999999999999,1.125,3.0,29.0,2.3333333333333335,22.0
R00037,2024-03-03 00:00:00+00:00,Gold,38.93746875638504,Nairobi,3.9,0.2479956988957714,R00002,443,19,15.047894736842107,0.8205263157894737,1.1684210526315788,1.0,46.0,5.0,22.0
R00038,2023-12-12 00:00:00+00:00,Silver,32.073592168046936,Nairobi,5.0,0.2483969974888393,R00002,525,18,13.167222222222222,0.3705555555555555,1.1,4.0,117.75,2.75,22.0
R00039,2024-09-04 00:00:00+00:00,Bronze,44.37521162984037,Nairobi,4.5,0.5751170483042427,R00002,258,14,12.334999999999999,0.44571428571428573,1.0071428571428571,7.0,54.714285714285715,2.857142857142857,22.0
R00040,2024-07-28 00:00:00+00:00,Silver,28.18656926937523,Cairo,3.9,0.2007305383539973,R00002,296,15,13.06,0.3106666666666667,1.06,4.0,96.75,3.0,22.0
R00041,2023-12-18 00:00:00+00:00,Bronze,34.65139832683153,Lagos,3.7,0.0949636897208835,R00002,519,17,14.42470588235294,0.1941176470588235,1.0999999999999999,3.0,35.0,3.3333333333333335,22.0
R00042,2023-10-05 00:00:00+00:00,Bronze,18.0,Lagos,3.9,0.3846252956347578,R00002,593,17,13.367058823529412,0.35058823529411764,1.1529411764705884,3.0,19.666666666666668,4.0,22.0
R00043,2024-09-30 00:00:00+00:00,Bronze,30.67298837540761,Nairobi,3.7,0.2649541755456416,R00002,232,21,16.89190476190476,0.33238095238095233,1.119047619047619,3.0,76.66666666666667,1.3333333333333333,22.0
R00044,2024-11-24 00:00:00+00:00,Bronze,32.21967628091825,Cairo,4.7,0.2283759236765485,R00002,177,18,17.227222222222224,0.06833333333333333,1.2277777777777779,6.0,73.83333333333333,3.1666666666666665,22.0
R00045,2024-12-13 00:00:00+00:00,Bronze,26.10123066684948,Nairobi,4.8,0.2140567164863131,R00002,158,18,16.635555555555555,0.09666666666666666,1.1888888888888889,9.0,61.22222222222222,2.888888888888889,22.0
R00046,2023-12-15 00:00:00+00:00,Bronze,37.67206378116983,Cairo,4.7,0.2968915838221539,R00002,522,29,14.690689655172413,0.49517241379310345,1.0862068965517242,5.0,129.4,4.2,22.0
R00047,2024-05-04 00:00:00+00:00,Bronze,37.64963742459592,Nairobi,3.9,0.0910992994427144,R00002,381,21,16.41095238095238,0.7195238095238095,1.0904761904761904,3.0,135.33333333333334,2.3333333333333335,22.0
R00048,2024-04-26 00:00:00+00:00,Bronze,18.0,Nairobi,4.5,0.55528566720569,R00002,389,21,14.91,0.5609523809523809,1.2714285714285714,5.0,13.0,2.4,22.0
R00049,2024-01-12 00:00:00+00:00,Silver,46.69416052945808,Lagos,4.7,0.2677261007392464,R00002,494,18,14.875,0.8333333333333334,1.1111111111111112,11.0,49.36363636363637,2.4545454545454546,22.0
R00050,2023-11-28 00:00:00+00:00,Bronze,48.3986318127098,Lagos,5.0,0.2216757767894309,R00002,539,13,15.96923076923077,0.4315384615384615,1.2538461538461538,11.0,88.27272727272727,3.1818181818181817,22.0
R00051,2024-05-03 00:00:00+00:00,Bronze,34.19467776551348,Nairobi,4.3,0.0528768765315581,R00047,382,22,13.784090909090908,0.36227272727272725,1.0954545454545455,8.0,121.375,3.0,22.0
R00052,2023-12-29 00:00:00+00:00,Bronze,18.0,Nairobi,4.7,0.5941592950234724,R00003,508,22,15.660454545454543,0.30818181818181817,1.190909090909091,3.0,125.66666666666667,3.6666666666666665,22.0
R00053,2024-01-03 00:00:00+00:00,Bronze,43.46390983808398,Cairo,4.7,0.2296086377463304,R00002,503,19,14.936315789473685,0.33473684210526317,1.0842105263157895,1.0,53.0,5.0,22.0
R00054,2024-03-08 00:00:00+00:00,Silver,25.61810554482268,Nairobi,5.0,0.123597819238638,R00026,438,15,16.608666666666668,0.34199999999999997,1.0666666666666667,4.0,49.5,3.5,22.0
R00055,2024-10-04 00:00:00+00:00,Bronze,31.15678371337428,Lagos,4.1,0.7561044464443721,R00002,228,18,17.183333333333334,0.33722222222222226,1.1333333333333333,2.0,2.5,2.5,22.0
R00056,2024-01-28 00:00:00+00:00,Bronze,22.56482941255146,Cairo,5.0,0.2908658054401095,R00017,478,23,15.158260869565217,0.3417391304347826,1.108695652173913,2.0,65.0,3.5,22.0
R00057,2025-04-04 00:00:00+00:00,Bronze,39.25389567869829,Lagos,4.8,0.4507836749433272,R00002,46,26,14.802692307692308,0.4507692307692308,1.1115384615384616,3.0,102.0,3.3333333333333335,22.0
R00058,2023-10-12 00:00:00+00:00,Gold,35.28514486065105,Nairobi,5.0,0.3893590424103285,R00002,586,16,15.7975,0.695,1.1,5.0,71.2,1.8,22.0
R00059,2025-04-07 00:00:00+00:00,Bronze,37.29458125225405,Lagos,4.1,0.0750071571453533,R00002,43,18,14.412222222222223,0.3416666666666667,1.1055555555555554,4.0,26.75,2.5,22.0
R00060,2024-12-14 00:00:00+00:00,Bronze,40.15762917891128,Lagos,4.7,0.2156576803926042,R00040,157,19,14.305263157894737,0.13263157894736843,1.105263157894737,5.0,285.8,3.0,22.0
R00061,2024-07-10 00:00:00+00:00,Bronze,34.80629704647256,Cairo,4.1,0.0345773093642957,R00002,314,26,15.224615384615387,0.3215384615384615,1.1653846153846155,2.0,15.5,3.0,22.0
R00062,2023-09-24 00:00:00+00:00,Silver,30.143773054758487,Cairo,4.9,0.4495572393431949,R00039,604,22,15.65,0.38727272727272727,1.0863636363636362,3.0,61.333333333333336,5.0,22.0
R00063,2025-03-17 00:00:00+00:00,Bronze,37.667922185295,Cairo,3.6,0.1659046469186085,R00002,64,18,15.80777777777778,0.2972222222222222,1.1222222222222222,5.0,55.0,1.2,22.0
R00064,2024-07-16 00:00:00+00:00,Silver,38.00736601903986,Lagos,4.5,0.3516004633006809,R00002,308,13,18.49153846153846,0.27076923076923076,1.2923076923076924,5.0,171.6,1.4,22.0
R00065,2024-04-10 00:00:00+00:00,Silver,44.66037000897586,Cairo,4.7,0.3787574867592808,R00002,405,18,17.520555555555557,0.6005555555555556,1.1444444444444446,2.0,8.0,3.0,22.0
R00066,2023-12-26 00:00:00+00:00,Bronze,43.99234350025725,Cairo,4.6,0.2374489453076986,R00002,511,19,14.165789473684208,0.5347368421052632,1.0947368421052632,1.0,18.0,2.0,22.0
R00067,2024-07-12 00:00:00+00:00,Platinum,31.85021387097303,Lagos,4.6,0.129172651747416,R00041,312,15,12.657333333333334,1.492,1.0,4.0,36.5,2.0,22.0
R00068,2024-07-23 00:00:00+00:00,Silver,18.0,Nairobi,4.2,0.3025972275799573,R00002,301,26,14.862692307692308,0.6323076923076923,1.1576923076923078,10.0,43.4,2.9,22.0
R00069,2025-02-13 00:00:00+00:00,Bronze,19.681741635528702,Nairobi,3.8,0.1142799239992379,R00033,96,25,13.243599999999999,0.4636,1.064,6.0,61.166666666666664,3.1666666666666665,22.0
R00070,2024-06-03 00:00:00+00:00,Bronze,44.29803234867745,Nairobi,5.0,0.1145642344870002,R00002,351,18,16.45777777777778,0.4666666666666667,1.2333333333333334,7.0,119.71428571428571,2.142857142857143,22.0
R00071,2023-05-23 00:00:00+00:00,Bronze,18.0,Cairo,4.1,0.427204987152225,R00036,728,32,13.7440625,0.0796875,1.084375,5.0,124.0,4.0,22.0
R00072,2024-03-16 00:00:00+00:00,Gold,45.01387559848417,Cairo,4.3,0.0734096699497335,R00002,430,20,15.3505,0.6645,1.115,3.0,32.0,2.3333333333333335,22.0
R00073,2023-11-10 00:00:00+00:00,Silver,45.46700514181073,Nairobi,5.0,0.2235788109340122,R00002,557,16,18.401875,0.28750000000000003,1.325,2.0,246.5,2.5,22.0
R00074,2024-05-27 00:00:00+00:00,Silver,51.149758142786766,Nairobi,4.7,0.1391667877232184,R00002,358,21,15.078571428571427,0.43238095238095237,1.1047619047619048,9.0,122.66666666666667,2.888888888888889,22.0
R00075,2023-10-10 00:00:00+00:00,Bronze,53.01308786345472,Lagos,4.6,0.5320351353115447,R00017,588,21,16.514285714285716,0.16523809523809524,1.2190476190476192,7.0,58.142857142857146,2.7142857142857144,22.0
R00076,2025-04-11 00:00:00+00:00,Bronze,34.83050826636554,Nairobi,5.0,0.1533746168508103,R00002,39,19,14.650526315789474,0.3310526315789474,1.1789473684210525,3.0,105.0,3.0,22.0
R00077,2023-08-13 00:00:00+00:00,Silver,40.40914896399662,Nairobi,4.3,0.3925335263020058,R00002,646,13,17.444615384615386,0.5907692307692307,1.2076923076923076,7.0,369.14285714285717,3.4285714285714284,22.0
R00078,2024-05-07 00:00:00+00:00,Bronze,42.59549489456949,Cairo,4.1,0.1582749031926973,R00002,378,19,17.230526315789472,0.501578947368421,1.2684210526315791,6.0,91.33333333333333,1.8333333333333333,22.0
R00079,2024-08-20 00:00:00+00:00,Silver,53.10714275728862,Cairo,4.6,0.5000642060242695,R00078,273,31,16.679032258064513,0.5061290322580645,1.2129032258064516,6.0,62.333333333333336,2.8333333333333335,22.0
R00080,2024-08-27 00:00:00+00:00,Silver,41.08240839220937,Nairobi,4.0,0.4084546332336575,R00002,266,20,16.301,0.193,1.175,4.0,95.5,3.5,22.0
R00081,2023-06-20 00:00:00+00:00,Bronze,33.36718679877274,Nairobi,4.6,0.1276952166611272,R00040,700,25,15.3172,0.45239999999999997,1.14,10.0,84.4,3.0,22.0
R00082,2024-04-20 00:00:00+00:00,Silver,24.241355095312777,Nairobi,3.7,0.2723028130421054,R00037,395,21,17.653333333333336,0.41428571428571426,1.2,4.0,87.5,2.0,22.0
R00083,2023-10-02 00:00:00+00:00,Bronze,25.463475611169976,Lagos,5.0,0.3310075261815995,R00040,596,17,16.84470588235294,0.8464705882352942,1.1235294117647059,5.0,375.0,3.0,22.0
R00084,2025-01-28 00:00:00+00:00,Gold,25.30220322974157,Nairobi,4.6,0.0941799983863534,R00002,112,20,17.2975,0.781,1.1800000000000002,5.0,393.6,3.2,22.0
R00085,2024-03-20 00:00:00+00:00,Silver,34.935569231229245,Lagos,4.5,0.0850348837289639,R00002,426,19,14.398421052631578,0.6868421052631579,1.1631578947368422,2.0,71.0,2.0,22.0
R00086,2023-06-11 00:00:00+00:00,Bronze,34.706481893728004,Lagos,5.0,0.2328261310768135,R00002,709,24,14.835,0.3908333333333333,1.0999999999999999,1.0,743.0,2.0,22.0
R00087,2023-10-12 00:00:00+00:00,Silver,23.484934939197327,Nairobi,4.3,0.52562970707465,R00002,586,20,15.766,0.4205,1.105,4.0,13.25,1.5,22.0
R00088,2024-07-23 00:00:00+00:00,Silver,49.458076061809024,Nairobi,3.8,0.3911393238329257,R00002,301,21,15.151428571428571,0.5804761904761905,1.1142857142857143,5.0,64.8,2.6,22.0
R00089,2024-07-22 00:00:00+00:00,Bronze,37.707437431919686,Lagos,4.6,0.4791333759012325,R00002,302,30,16.53633333333333,0.6876666666666666,1.1733333333333333,5.0,561.0,3.2,22.0
R00090,2023-11-09 00:00:00+00:00,Gold,37.381245470605485,Lagos,4.0,0.1643631095931657,R00002,558,24,16.943749999999998,1.0779166666666666,1.2249999999999999,8.0,62.125,2.375,22.0
R00091,2024-08-08 00:00:00+00:00,Silver,43.683021319938526,Nairobi,4.3,0.0366101728754421,R00002,285,15,16.501333333333335,0.40399999999999997,1.1666666666666667,6.0,27.666666666666668,2.3333333333333335,22.0
R00092,2023-08-03 00:00:00+00:00,Bronze,19.7177737866702,Cairo,4.4,0.059747537123214,R00002,656,22,16.750454545454545,0.47,1.1500000000000001,4.0,62.5,2.5,22.0
R00093,2025-02-21 00:00:00+00:00,Bronze,34.83851821159448,Nairobi,4.5,0.3668583272761777,R00002,88,26,14.183076923076923,0.5111538461538462,1.05,5.0,94.4,2.6,22.0
R00094,2023-08-01 00:00:00+00:00,Silver,35.188746610828474,Nairobi,5.0,0.4725989620975035,R00002,658,20,13.221,0.33399999999999996,1.05,11.0,38.18181818181818,2.6363636363636362,22.0
R00095,2024-08-24 00:00:00+00:00,Bronze,38.64372763392653,Nairobi,3.8,0.2268244178133529,R00010,269,22,16.579090909090908,0.5613636363636364,1.1727272727272728,5.0,95.4,3.4,22.0
R00096,2024-10-09 00:00:00+00:00,Gold,18.0,Nairobi,4.7,0.332484349888392,R00049,223,23,15.55782608695652,1.838695652173913,1.1043478260869564,5.0,39.2,2.4,22.0
R00097,2023-11-23 00:00:00+00:00,Bronze,26.259079290074887,Cairo,5.0,0.1363905891831222,R00002,544,16,13.054375,0.185,1.16875,5.0,87.4,2.0,22.0
R00098,2024-04-25 00:00:00+00:00,Bronze,37.3370911212616,Nairobi,4.5,0.3364425968203766,R00002,390,24,14.896666666666667,0.3033333333333333,1.0791666666666666,4.0,6.5,3.0,22.0
R00099,2024-09-03 00:00:00+00:00,Bronze,35.06164921511986,Lagos,5.0,0.6422268488137456,R00020,259,26,15.226923076923075,0.36,1.169230769230769,3.0,28.0,2.0,22.0
R00100,2023-12-30 00:00:00+00:00,Bronze,38.36728666938208,Nairobi,4.5,0.3372296529871696,R00069,507,23,16.680434782608696,0.23304347826086957,1.1347826086956523,6.0,42.166666666666664,2.3333333333333335,22.0
R00101,2023-11-06 00:00:00+00:00,Silver,43.901310759497136,Nairobi,3.7,0.3652124149627916,R00002,561,28,14.3225,0.37857142857142856,1.1285714285714286,2.0,26.0,2.5,22.0
R00102,2023-11-01 00:00:00+00:00,Silver,37.67920403819368,Cairo,4.4,0.4117123037822104,R00002,566,12,14.299999999999999,0.45,1.1083333333333334,4.0,227.5,3.5,22.0
R00103,2025-02-27 00:00:00+00:00,Silver,22.848602987005982,Lagos,4.5,0.4096502920105954,R00002,82,22,15.129545454545456,0.3877272727272727,1.0363636363636364,6.0,70.33333333333333,2.5,22.0
R00104,2024-04-22 00:00:00+00:00,Silver,27.05032227011131,Nairobi,4.2,0.3960801956549065,R00002,393,17,16.70764705882353,0.37588235294117645,1.1705882352941175,6.0,44.333333333333336,3.1666666666666665,22.0
R00105,2024-06-30 00:00:00+00:00,Gold,44.54981913159078,Cairo,4.6,0.2380588133109226,R00006,324,24,15.999166666666667,0.8454166666666666,1.0999999999999999,4.0,21.5,3.75,22.0
R00106,2024-04-13 00:00:00+00:00,Bronze,39.404909487135576,Cairo,5.0,0.4046490586656882,R00002,402,21,15.903333333333332,0.330952380952381,1.2571428571428571,5.0,26.6,3.4,22.0
R00107,2025-04-04 00:00:00+00:00,Bronze,30.15511422342218,Lagos,4.5,0.1682732339882772,R00002,46,13,17.576923076923077,0.11461538461538463,1.146153846153846,4.0,60.0,2.75,22.0
R00108,2024-04-24 00:00:00+00:00,Bronze,23.99814104320175,Lagos,4.5,0.3438516292219788,R00058,391,20,15.095499999999998,0.45999999999999996,1.125,13.0,89.0,2.8461538461538463,22.0
R00109,2024-10-19 00:00:00+00:00,Gold,46.04483940456845,Lagos,3.9,0.3163560397763678,R00002,213,21,14.30142857142857,0.6819047619047619,1.1571428571428573,2.0,69.5,1.5,22.0
R00110,2024-03-12 00:00:00+00:00,Bronze,32.02713179709456,Lagos,3.9,0.1645787897056871,R00017,434,12,18.3,0.35250000000000004,1.2249999999999999,3.0,17.333333333333332,3.6666666666666665,22.0
R00111,2024-03-25 00:00:00+00:00,Silver,30.007910392433683,Cairo,4.8,0.3165635672729368,R00086,421,22,14.57409090909091,0.22954545454545452,1.1318181818181818,7.0,42.42857142857143,2.7142857142857144,22.0
R00112,2024-08-02 00:00:00+00:00,Silver,38.4341001635197,Lagos,4.2,0.2016084956877335,R00002,291,18,16.015,0.35833333333333334,1.1944444444444444,2.0,27.5,3.0,22.0
R00113,2024-06-24 00:00:00+00:00,Bronze,28.942396885854805,Lagos,4.9,0.266664107768644,R00002,330,21,17.42238095238095,0.3919047619047619,1.1761904761904762,4.0,37.5,2.25,22.0
R00114,2025-02-13 00:00:00+00:00,Bronze,41.80730061500741,Cairo,4.7,0.1355829520783844,R00039,96,28,17.835,0.5557142857142857,1.3285714285714287,4.0,125.0,2.75,22.0
R00115,2025-02-16 00:00:00+00:00,Bronze,40.38348993668567,Lagos,4.4,0.0668744381766838,R00002,93,18,14.708888888888888,0.4261111111111111,1.0666666666666667,4.0,8.5,2.0,22.0
R00116,2024-01-19 00:00:00+00:00,Silver,21.59953845939756,Cairo,5.0,0.0558959848645796,R00025,487,21,17.18,0.16476190476190475,1.1714285714285715,6.0,27.166666666666668,3.1666666666666665,22.0
R00117,2024-04-10 00:00:00+00:00,Bronze,35.89780380664043,Lagos,4.4,0.1785697568490837,R00056,405,25,13.86,0.5344,1.1840000000000002,3.0,98.33333333333333,4.0,22.0
R00118,2025-01-08 00:00:00+00:00,Silver,37.035700313210846,Cairo,4.5,0.3814691618584306,R00002,132,16,16.5875,0.29625,1.175,3.0,4.0,4.0,22.0
R00119,2023-06-21 00:00:00+00:00,Bronze,46.85916562933102,Lagos,5.0,0.0236895768400995,R00108,699,17,14.816470588235294,0.18529411764705883,1.0647058823529412,4.0,98.0,1.5,22.0
R00120,2024-06-12 00:00:00+00:00,Platinum,34.596455758565,Cairo,4.6,0.125438372083694,R00002,342,14,14.835714285714285,0.32357142857142857,1.1500000000000001,6.0,385.8333333333333,2.8333333333333335,22.0
R00121,2024-05-14 00:00:00+00:00,Bronze,35.113842929024905,Cairo,4.3,0.2437665975883981,R00090,371,9,14.051111111111112,0.7177777777777777,1.1222222222222222,3.0,243.33333333333334,2.6666666666666665,22.0
R00122,2023-09-17 00:00:00+00:00,Bronze,52.77125099009737,Nairobi,4.6,0.4429460738615572,R00048,611,18,15.383333333333333,0.1461111111111111,1.1222222222222222,3.0,109.0,3.0,22.0
R00123,2024-01-03 00:00:00+00:00,Gold,40.56727824769527,Nairobi,5.0,0.1033180685391182,R00002,503,23,13.540434782608695,1.0804347826086957,1.0608695652173912,7.0,100.14285714285714,3.2857142857142856,22.0
R00124,2024-05-27 00:00:00+00:00,Bronze,25.789873278507827,Cairo,4.5,0.4470021829816684,R00092,358,21,16.48857142857143,0.7166666666666667,1.1238095238095238,5.0,64.8,2.4,22.0
R00125,2024-03-22 00:00:00+00:00,Bronze,38.2693855198976,Lagos,4.1,0.1853866242170007,R00002,424,21,16.540952380952383,0.2652380952380953,1.2047619047619047,5.0,54.2,3.8,22.0
R00126,2024-05-15 00:00:00+00:00,Bronze,41.2845175904092,Cairo,4.3,0.261367127443653,R00002,370,26,15.88923076923077,0.29730769230769233,1.2230769230769232,7.0,16.285714285714285,2.2857142857142856,22.0
R00127,2023-05-26 00:00:00+00:00,Bronze,49.455690737000175,Cairo,5.0,0.1472361632639129,R00002,725,16,15.13875,0.85875,1.14375,2.0,40.0,4.0,22.0
R00128,2024-11-11 00:00:00+00:00,Bronze,46.96044183230539,Cairo,3.5,0.2914872765481502,R00002,190,19,15.895263157894737,0.32894736842105265,1.0736842105263158,2.0,22.5,3.0,22.0
R00129,2024-03-27 00:00:00+00:00,Bronze,47.52273706816396,Cairo,4.2,0.168685318993874,R00002,419,18,17.105,0.8977777777777778,1.1777777777777778,5.0,207.6,2.0,22.0
R00130,2024-07-04 00:00:00+00:00,Bronze,29.12854436576379,Nairobi,4.1,0.323264925181667,R00002,320,19,15.105263157894736,0.7052631578947368,1.0578947368421054,3.0,127.0,1.6666666666666667,22.0
R00131,2023-08-09 00:00:00+00:00,Bronze,34.14489713785323,Lagos,5.0,0.3414775492338986,R00002,650,30,15.447000000000001,0.24333333333333332,1.1433333333333333,9.0,45.888888888888886,2.4444444444444446,22.0
R00132,2024-08-24 00:00:00+00:00,Silver,41.115832475575424,Nairobi,4.9,0.4516347498364111,R00002,269,16,13.934375,0.14375,1.10625,5.0,52.4,3.2,22.0
R00133,2024-01-02 00:00:00+00:00,Gold,44.62554426784543,Cairo,5.0,0.2008957972464956,R00002,504,24,16.71375,0.7316666666666666,1.2750000000000001,7.0,89.28571428571429,2.857142857142857,22.0
R00134,2025-01-26 00:00:00+00:00,Bronze,42.91945183306048,Lagos,3.9,0.5766586389254302,R00002,114,16,14.905,0.33875,1.04375,2.0,142.5,1.0,22.0
