user_id,signup_date,loyalty_status,age,city,avg_rating_given,churn_prob,referred_by
R00027,2023-07-13,Silver,35.38156856,Cairo,4.7,0.3220642378,R00021
R00028,2025-03-15,Silver,42.42912266,Cairo,4.9,0.3840175775,
R00029,2023-12-25,Bronze,22.95446846,Lagos,4.8,0.04350922023,R00025
R00030,2024-09-05,Bronze,45.94778329,Lagos,4.1,0.06685714522,R00023
R00031,2024-03-19,Bronze,29.63579334,Lagos,4.1,0.2769958165,
R00032,2024-09-21,Bronze,34.63918574,Nairobi,5,0.1423222711,
R00033,2024-02-21,Bronze,24.57087467,Cairo,4.6,0.3302459027,R00018
R00034,2024-06-08,Silver,44.8696076,Nairobi,3.1,0.09859651556,
R00035,2025-01-25,Bronze,36.29399954,Nairobi,4.7,0.1953109172,
R00036,2024-05-04,Bronze,31.37955035,Lagos,3.9,0.1779834154,
R00037,2024-03-03,Gold,38.93746876,Nairobi,3.9,0.2479956989,
R00038,2023-12-12,Silver,32.07359217,Nairobi,5,0.2483969975,
R00039,2024-09-04,Bronze,44.37521163,Nairobi,4.5,0.5751170483,
R00040,2024-07-28,Silver,28.18656927,Cairo,3.9,0.2007305384,
R00041,2023-12-18,Bronze,34.65139833,Lagos,3.7,0.09496368972,
R00042,2023-10-05,Bronze,18,Lagos,3.9,0.3846252956,
R00043,2024-09-30,Bronze,30.67298838,Nairobi,3.7,0.2649541755,
R00044,2024-11-24,Bronze,32.21967628,Cairo,4.7,0.2283759237,
R00045,2024-12-13,Bronze,26.10123067,Nairobi,4.8,0.2140567165,
R00046,2023-12-15,Bronze,37.67206378,Cairo,4.7,0.2968915838,
R00047,2024-05-04,Bronze,37.64963742,Nairobi,3.9,0.09109929944,
R00048,2024-04-26,Bronze,18,Nairobi,4.5,0.5552856672,
R00049,2024-01-12,Silver,46.69416053,Lagos,4.7,0.2677261007,
R00050,2023-11-28,Bronze,48.39863181,Lagos,5,0.2216757768,
R00051,2024-05-03,Bronze,34.19467777,Nairobi,4.3,0.05287687653,R00047
R00052,2023-12-29,Bronze,18,Nairobi,4.7,0.594159295,R00003
R00053,2024-01-03,Bronze,43.46390984,Cairo,4.7,0.2296086377,
R00054,2024-03-08,Silver,25.61810554,Nairobi,5,0.1235978192,R00026
R00055,2024-10-04,Bronze,31.15678371,Lagos,4.1,0.7561044464,
R00056,2024-01-28,Bronze,22.56482941,Cairo,5,0.2908658054,R00017
R00057,2025-04-04,Bronze,39.25389568,Lagos,4.8,0.4507836749,
R00058,2023-10-12,Gold,35.28514486,Nairobi,5,0.3893590424,
R00059,2025-04-07,Bronze,37.29458125,Lagos,4.1,0.07500715715,R00002
R00060,2024-12-14,Bronze,40.15762918,Lagos,4.7,0.2156576804,R00040
R00061,2024-07-10,Bronze,34.80629705,Cairo,4.1,0.03457730936,
R00062,2023-09-24,Silver,30.14377305,Cairo,4.9,0.4495572393,R00039
R00063,2025-03-17,Bronze,37.66792219,Cairo,3.6,0.1659046469,
R00064,2024-07-16,Silver,38.00736602,Lagos,4.5,0.3516004633,
R00065,2024-04-10,Silver,44.66037001,Cairo,4.7,0.3787574868,
R00066,2023-12-26,Bronze,43.9923435,Cairo,4.6,0.2374489453,
R00067,2024-07-12,Platinum,31.85021387,Lagos,4.6,0.1291726517,R00041
R00068,2024-07-23,Silver,18,Nairobi,4.2,0.3025972276,
R00069,2025-02-13,Bronze,19.68174164,Nairobi,3.8,0.114279924,R00033
R00070,2024-06-03,Bronze,44.29803235,Nairobi,5,0.1145642345,
R00071,2023-05-23,Bronze,18,Cairo,4.1,0.4272049872,R00036
R00072,2024-03-16,Gold,45.0138756,Cairo,4.3,0.07340966995,
R00073,2023-11-10,Silver,45.46700514,Nairobi,5,0.2235788109,
R00074,2024-05-27,Silver,51.14975814,Nairobi,4.7,0.1391667877,
R00075,2023-10-10,Bronze,53.01308786,Lagos,4.6,0.5320351353,R00017
R00076,2025-04-11,Bronze,34.83050827,Nairobi,5,0.1533746169,
R00077,2023-08-13,Silver,40.40914896,Nairobi,4.3,0.3925335263,
R00078,2024-05-07,Bronze,42.59549489,Cairo,4.1,0.1582749032,
R00079,2024-08-20,Silver,53.10714276,Cairo,4.6,0.500064206,R00078
R00080,2024-08-27,Silver,41.08240839,Nairobi,4,0.4084546332,
R00081,2023-06-20,Bronze,33.3671868,Nairobi,4.6,0.1276952167,R00040
R00082,2024-04-20,Silver,24.2413551,Nairobi,3.7,0.272302813,R00037
R00083,2023-10-02,Bronze,25.46347561,Lagos,5,0.3310075262,R00040
R00084,2025-01-28,Gold,25.30220323,Nairobi,4.6,0.09417999839,
R00085,2024-03-20,Silver,34.93556923,Lagos,4.5,0.08503488373,
R00086,2023-06-11,Bronze,34.70648189,Lagos,5,0.2328261311,
R00087,2023-10-12,Silver,23.48493494,Nairobi,4.3,0.5256297071,
R00088,2024-07-23,Silver,49.45807606,Nairobi,3.8,0.3911393238,
R00089,2024-07-22,Bronze,37.70743743,Lagos,4.6,0.4791333759,
R00090,2023-11-09,Gold,37.38124547,Lagos,4,0.1643631096,
R00091,2024-08-08,Silver,43.68302132,Nairobi,4.3,0.03661017288,
R00092,2023-08-03,Bronze,19.71777379,Cairo,4.4,0.05974753712,
R00093,2025-02-21,Bronze,34.83851821,Nairobi,4.5,0.3668583273,
R00094,2023-08-01,Silver,35.18874661,Nairobi,5,0.4725989621,
R00095,2024-08-24,Bronze,38.64372763,Nairobi,3.8,0.2268244178,R00010
R00096,2024-10-09,Gold,18,Nairobi,4.7,0.3324843499,R00049
R00097,2023-11-23,Bronze,26.25907929,Cairo,5,0.1363905892,
R00098,2024-04-25,Bronze,37.33709112,Nairobi,4.5,0.3364425968,
R00099,2024-09-03,Bronze,35.06164922,Lagos,5,0.6422268488,R00020
R00100,2023-12-30,Bronze,38.36728667,Nairobi,4.5,0.337229653,R00069
R00101,2023-11-06,Silver,43.90131076,Nairobi,3.7,0.365212415,
R00102,2023-11-01,Silver,37.67920404,Cairo,4.4,0.4117123038,
R00103,2025-02-27,Silver,22.84860299,Lagos,4.5,0.409650292,
R00104,2024-04-22,Silver,27.05032227,Nairobi,4.2,0.3960801957,
R00105,2024-06-30,Gold,44.54981913,Cairo,4.6,0.2380588133,R00006
R00106,2024-04-13,Bronze,39.40490949,Cairo,5,0.4046490587,
R00107,2025-04-04,Bronze,30.15511422,Lagos,4.5,0.168273234,
R00108,2024-04-24,Bronze,23.99814104,Lagos,4.5,0.3438516292,R00058
R00109,2024-10-19,Gold,46.0448394,Lagos,3.9,0.3163560398,
R00110,2024-03-12,Bronze,32.0271318,Lagos,3.9,0.1645787897,R00017
R00111,2024-03-25,Silver,30.00791039,Cairo,4.8,0.3165635673,R00086
R00112,2024-08-02,Silver,38.43410016,Lagos,4.2,0.2016084957,
R00113,2024-06-24,Bronze,28.94239689,Lagos,4.9,0.2666641078,
R00114,2025-02-13,Bronze,41.80730062,Cairo,4.7,0.1355829521,R00039
R00115,2025-02-16,Bronze,40.38348994,Lagos,4.4,0.06687443818,
R00116,2024-01-19,Silver,21.59953846,Cairo,5,0.05589598486,R00025
R00117,2024-04-10,Bronze,35.89780381,Lagos,4.4,0.1785697568,R00056
R00118,2025-01-08,Silver,37.03570031,Cairo,4.5,0.3814691619,
R00119,2023-06-21,Bronze,46.85916563,Lagos,5,0.02368957684,R00108
R00120,2024-06-12,Platinum,34.59645576,Cairo,4.6,0.1254383721,
R00121,2024-05-14,Bronze,35.11384293,Cairo,4.3,0.2437665976,R00090
R00122,2023-09-17,Bronze,52.77125099,Nairobi,4.6,0.4429460739,R00048
R00123,2024-01-03,Gold,40.56727825,Nairobi,5,0.1033180685,
R00124,2024-05-27,Bronze,25.78987328,Cairo,4.5,0.447002183,R00092
R00125,2024-03-22,Bronze,38.26938552,Lagos,4.1,0.1853866242,
R00126,2024-05-15,Bronze,41.28451759,Cairo,4.3,0.2613671274,
R00127,2023-05-26,Bronze,49.45569074,Cairo,5,0.1472361633,
R00128,2024-11-11,Bronze,46.96044183,Cairo,3.5,0.2914872765,
R00129,2024-03-27,Bronze,47.52273707,Cairo,4.2,0.168685319,
R00130,2024-07-04,Bronze,29.12854437,Nairobi,4.1,0.3232649252,
R00131,2023-08-09,Bronze,34.14489714,Lagos,5,0.3414775492,
R00132,2024-08-24,Silver,41.11583248,Nairobi,4.9,0.4516347498,
R00133,2024-01-02,Gold,44.62554427,Cairo,5,0.2008957972,
R00134,2025-01-26,Bronze,42.91945183,Lagos,3.9,0.5766586389,
R00135,2024-02-06,Bronze,22.81867948,Cairo,3.6,0.1028799624,
R00136,2024-10-20,Gold,42.27405255,Lagos,4.8,0.05014991711,
R00137,2023-05-02,Bronze,60.40288199,Lagos,4.6,0.1841979732,R00135
R00138,2023-11-25,Silver,35.20650451,Cairo,4.7,0.1646723596,
R00139,2024-12-26,Bronze,27.91173083,Cairo,4.9,0.2049165132,R00083
R00140,2024-08-07,Silver,28.98644999,Lagos,4.1,0.4536451755,
R00141,2023-06-18,Gold,38.07168582,Cairo,5,0.2323348469,R00007
R00142,2024-05-15,Bronze,36.84094268,Nairobi,4.5,0.3895161506,
R00143,2025-04-14,Bronze,28.35625935,Nairobi,4.2,0.3991628881,
R00144,2024-04-15,Gold,27.22799599,Nairobi,5,0.2939096695,R00003
R00145,2024-02-08,Bronze,35.4335343,Cairo,4.3,0.5734026308,
R00146,2024-12-29,Bronze,27.23904332,Cairo,5,0.365963942,
R00147,2024-03-26,Silver,42.30337159,Cairo,4.7,0.6499777303,
R00148,2024-11-29,Silver,33.17878473,Cairo,5,0.3259941812,
R00149,2023-12-19,Bronze,18,Cairo,5,0.3468258328,R00027
R00150,2025-02-21,Silver,35.07649288,Lagos,3.9,0.4440163741,R00103
R00151,2023-07-24,Silver,26.41477026,Nairobi,5,0.4170009831,
R00152,2024-07-21,Silver,36.21929721,Lagos,4.5,0.3806954631,R00002
R00153,2023-09-04,Bronze,30.02168907,Cairo,5,0.03992217257,
R00154,2024-04-29,Silver,39.72714027,Lagos,4.8,0.3526616122,
R00155,2023-09-01,Platinum,48.677524,Lagos,4.5,0.2805100067,R00002
R00156,2025-03-10,Bronze,44.3739546,Lagos,4.9,0.09650027506,
R00157,2024-12-16,Silver,39.00141176,Lagos,4.6,0.5807553315,
R00158,2024-10-12,Bronze,41.41472199,Cairo,4.2,0.2541779891,R00056
R00159,2024-12-14,Bronze,22.74375596,Cairo,4.5,0.5593796765,R00074
R00160,2025-01-08,Bronze,18,Cairo,4.2,0.3240351604,
R00161,2025-03-21,Bronze,34.01065105,Lagos,4.7,0.5616556362,R00035
R00162,2025-01-24,Gold,30.69987176,Nairobi,4.9,0.2931515612,
R00163,2024-05-09,Bronze,36.2443506,Lagos,4.6,0.4075707007,
R00164,2023-10-19,Bronze,19.69118498,Nairobi,4,0.5000295301,R00094
R00165,2023-12-02,Gold,30.76368122,Cairo,3.6,0.3817091731,
R00166,2023-11-30,Bronze,39.07877269,Nairobi,4.8,0.09171775817,
R00167,2025-01-26,Bronze,27.84681605,Lagos,4.8,0.5127233658,
R00168,2023-06-16,Bronze,23.58071359,Nairobi,4.7,0.2874734125,
R00169,2023-09-01,Bronze,49.35587426,Cairo,3.9,0.1585035815,
R00170,2024-08-18,Platinum,18,Lagos,4.7,0.09538099671,R00121
R00171,2024-12-01,Gold,38.01320353,Cairo,4.8,0.393390315,
R00172,2024-12-08,Bronze,27.9456983,Cairo,5,0.3422008462,
R00173,2024-03-11,Bronze,39.53826779,Lagos,4.1,0.1355210618,
R00174,2024-11-10,Gold,18,Nairobi,4.9,0.328702641,
R00175,2024-07-07,Gold,30.99291036,Cairo,4,0.7225289374,
R00176,2023-10-07,Platinum,39.27955081,Cairo,4.7,0.6913486761,
R00177,2023-06-05,Bronze,47.637634,Lagos,4.9,0.2721336549,
R00178,2023-07-06,Bronze,18.33323642,Lagos,4.8,0.1879251236,R00002
R00179,2024-02-28,Gold,31.87546035,Cairo,4.8,0.4049595139,
R00180,2023-09-02,Silver,23.89344707,Cairo,5,0.03902238395,
R00181,2025-04-12,Gold,46.55947906,Lagos,4.3,0.1699949902,
R00182,2024-12-22,Gold,22.45425447,Nairobi,3.8,0.09553574555,
R00183,2024-04-18,Bronze,35.51367207,Cairo,3.9,0.08351318063,
R00184,2025-01-17,Bronze,56.00632071,Lagos,4.3,0.485956373,
R00185,2024-07-20,Gold,33.15687171,Cairo,4.3,0.2183920435,
R00186,2023-08-08,Platinum,48.31757123,Cairo,5,0.2407485394,
R00187,2023-04-27,Silver,42.19352105,Lagos,4.7,0.1062258519,
R00188,2024-05-20,Platinum,49.36478491,Nairobi,3.7,0.2973697304,R00030
R00189,2025-03-09,Bronze,39.33468088,Lagos,4.1,0.09921736933,
R00190,2024-02-10,Bronze,25.29414499,Lagos,4.5,0.0819366431,
R00191,2023-06-10,Silver,34.04515315,Nairobi,5,0.1180854387,R00015
R00192,2024-02-28,Silver,48.50224351,Lagos,5,0.3077003058,
R00193,2024-08-29,Bronze,36.59570152,Cairo,4.4,0.105668361,
R00194,2025-03-16,Bronze,40.60733463,Nairobi,4.6,0.1047687305,R00097
R00195,2024-10-30,Bronze,21.28497836,Cairo,4.6,0.5261478625,R00107
R00196,2024-02-26,Bronze,45.46210425,Lagos,4.2,0.06311663351,
R00197,2025-02-09,Bronze,29.08046603,Lagos,4.3,0.2190042759,
R00198,2023-11-13,Bronze,18,Nairobi,4.3,0.3913206792,R00024
R00199,2025-03-14,Bronze,26.76255536,Nairobi,4.9,0.06613159693,R00007
R00200,2024-01-04,Bronze,27.00975094,Nairobi,3.9,0.1725231211,
R00201,2025-02-13,Bronze,34.27015362,Lagos,4.3,0.3226306757,R00094
R00202,2025-01-04,Bronze,28.45877517,Lagos,5,0.448984958,
R00203,2024-07-14,Silver,47.21484277,Nairobi,4.8,0.03733898211,
R00204,2023-06-05,Platinum,18,Lagos,4.4,0.06837306641,
R00205,2024-04-13,Silver,30.05005454,Cairo,4.7,0.2974185751,R00008
R00206,2023-07-15,Bronze,39.94011589,Nairobi,3.7,0.09550455242,
R00207,2024-04-25,Bronze,21.91441467,Lagos,4.2,0.08180240887,
R00208,2024-04-17,Bronze,42.53979341,Cairo,4.8,0.1192400876,
R00209,2023-09-23,Bronze,39.24125783,Lagos,4,0.4863110277,R00001
R00210,2024-09-02,Bronze,26.69916054,Nairobi,4.5,0.3830021762,R00068
R00211,2023-07-22,Silver,35.59432358,Lagos,4.1,0.2397523702,R00025
R00212,2023-05-18,Bronze,39.47327168,Lagos,4.7,0.09850901478,
R00213,2024-01-26,Bronze,26.74554139,Lagos,4.4,0.5313130448,
R00214,2025-04-25,Bronze,25.64518808,Cairo,4.5,0.1960079718,
R00215,2023-12-19,Gold,39.82120065,Lagos,4.9,0.1862541859,
R00216,2024-08-18,Silver,32.94004502,Lagos,4.1,0.2666940378,
R00217,2024-02-27,Gold,52.94369859,Cairo,4.1,0.491406233,R00135
R00218,2024-06-14,Bronze,26.36026587,Nairobi,4.6,0.009460030908,
R00219,2023-07-05,Bronze,26.3064452,Cairo,5,0.5867371553,
R00220,2024-08-10,Bronze,38.41743539,Nairobi,4.5,0.638607308,R00001
R00221,2023-07-31,Bronze,39.36992317,Nairobi,4.3,0.1664799528,R00188
R00222,2023-12-19,Bronze,39.8641555,Cairo,3.5,0.4108902198,R00030
R00223,2023-09-11,Bronze,33.49634935,Cairo,4.5,0.3095913857,
R00224,2024-03-17,Bronze,46.48629088,Lagos,4.8,0.3059938173,
R00225,2023-12-06,Silver,25.5697896,Cairo,5,0.4960170704,
R00226,2025-03-22,Bronze,32.06902987,Lagos,3.8,0.2028712945,R00002
R00227,2023-07-01,Bronze,50.77076505,Lagos,5,0.3594909535,R00069
R00228,2024-02-01,Bronze,37.59048778,Cairo,4.2,0.3279486896,
R00229,2023-06-29,Bronze,38.32154868,Nairobi,3.6,0.0554070043,
R00230,2023-07-03,Silver,34.00467884,Cairo,5,0.3185606355,
R00231,2024-05-23,Bronze,27.6281389,Nairobi,3.8,0.2978497418,
R00232,2024-06-16,Bronze,34.5358125,Cairo,4.1,0.3582599573,
R00233,2024-02-29,Bronze,31.85800074,Cairo,4.5,0.2514268432,R00015
R00234,2023-11-20,Bronze,24.73228609,Lagos,4.6,0.220746537,
R00235,2024-07-29,Silver,39.07266765,Lagos,4.6,0.2131594701,
R00236,2025-02-20,Silver,43.46790808,Lagos,4.9,0.2334467861,
R00237,2023-05-24,Bronze,26.8632681,Lagos,4.9,0.1494853075,R00103
R00238,2023-07-01,Bronze,26.41692042,Lagos,4.1,0.3584566263,
R00239,2024-06-09,Bronze,48.31056115,Nairobi,4.7,0.3890420011,
R00240,2023-09-13,Bronze,35.60249994,Cairo,3.8,0.4958029008,R00021
R00241,2023-07-27,Bronze,24.10852153,Cairo,4.1,0.03508434608,
R00242,2023-07-23,Bronze,33.52787943,Cairo,4.2,0.168181621,
R00243,2023-08-02,Bronze,23.33159746,Cairo,4.5,0.4548495462,
R00244,2024-02-08,Bronze,32.71383872,Cairo,5,0.1608573324,
R00245,2025-02-10,Bronze,30.44000237,Nairobi,4.8,0.4226905154,
R00246,2024-12-14,Silver,18,Cairo,4.6,0.1534042463,R00021
R00247,2025-02-07,Bronze,34.96734864,Lagos,4.4,0.514814995,
R00248,2025-04-13,Gold,19.96951818,Cairo,5,0.3513712124,
R00249,2024-06-28,Bronze,39.88720358,Nairobi,4,0.2763107017,
R00250,2023-12-29,Silver,42.61118918,Lagos,4.9,0.4774919057,R00028
R00251,2024-12-13,Gold,25.69669047,Nairobi,3.9,0.3438533567,
R00252,2024-05-17,Silver,41.83748907,Lagos,4.3,0.362348903,
R00253,2024-02-06,Gold,24.87258264,Lagos,5,0.4036281089,
R00254,2024-02-23,Bronze,21.88629942,Lagos,4.7,0.3616314587,R00196
R00255,2023-09-01,Silver,29.45054923,Lagos,5,0.2586499166,R00250
R00256,2024-12-25,Bronze,42.08202619,Cairo,5,0.3315001229,R00108
R00257,2024-02-16,Bronze,27.96361117,Nairobi,4.2,0.326960241,
R00258,2024-07-01,Silver,28.94077652,Nairobi,4.4,0.05926847918,R00010
R00259,2024-09-24,Bronze,24.15803587,Cairo,5,0.307567113,
R00260,2023-12-31,Bronze,39.15857397,Lagos,3.4,0.4332473335,
R00261,2024-02-02,Bronze,47.43089402,Lagos,4.3,0.4289778978,R00129
R00262,2024-12-16,Gold,21.44591611,Cairo,4.2,0.1804703994,
R00263,2024-07-02,Platinum,44.94299199,Cairo,4.1,0.1271591879,
R00264,2023-08-22,Silver,53.17309198,Nairobi,4.1,0.3377708067,
R00265,2023-06-02,Gold,49.01217622,Cairo,3.4,0.155351835,
R00266,2024-01-01,Gold,38.1973792,Cairo,5,0.4954296682,
R00267,2024-03-03,Bronze,44.78117016,Lagos,3.7,0.132520665,
R00268,2024-12-27,Bronze,29.38987246,Nairobi,3.6,0.1971901866,
R00269,2023-05-22,Silver,39.32974897,Cairo,3.7,0.1480622168,
R00270,2024-06-13,Bronze,18,Lagos,4.3,0.4434792747,
R00271,2025-01-20,Bronze,32.48298632,Nairobi,3.9,0.2872467141,
R00272,2025-02-23,Gold,32.42579894,Nairobi,4.3,0.1985131289,
R00273,2025-03-17,Platinum,19.63736957,Cairo,4.3,0.3304009667,R00005
R00274,2024-11-18,Bronze,30.0953097,Nairobi,4.5,0.1467377825,
R00275,2024-01-06,Bronze,45.56755059,Cairo,4.2,0.1331547815,R00146
R00276,2025-01-30,Bronze,33.98682362,Nairobi,3.4,0.2382446332,
R00277,2025-03-30,Bronze,48.71440439,Nairobi,4.6,0.3227979379,
R00278,2024-06-17,Platinum,34.15012942,Nairobi,5,0.03153001155,
R00279,2024-06-01,Silver,36.53391158,Nairobi,4,0.4667570336,
R00280,2024-02-27,Bronze,41.16361475,Nairobi,4.3,0.09697399318,
R00281,2023-08-07,Silver,27.72082376,Cairo,4,0.2141004587,
R00282,2023-06-24,Silver,26.01310261,Lagos,4.7,0.1667775836,
R00283,2023-05-12,Silver,33.02233729,Nairobi,5,0.397447673,R00010
R00284,2024-09-23,Gold,21.62725675,Cairo,4,0.1995143414,R00239
R00285,2024-08-13,Bronze,41.06031171,Nairobi,4.3,0.2113976181,R00006
R00286,2023-08-22,Bronze,36.92128075,Cairo,4.6,0.3101368532,
R00287,2024-04-18,Bronze,31.72067547,Nairobi,4.1,0.2148357585,
R00288,2024-03-12,Bronze,23.45764566,Nairobi,5,0.3939531054,
R00289,2024-06-13,Silver,40.5016126,Lagos,4.3,0.2314975164,
R00290,2023-09-11,Bronze,36.03057486,Lagos,4.7,0.2413103903,
R00291,2023-09-15,Gold,18,Nairobi,5,0.2149902942,
R00292,2024-08-29,Platinum,49.43249009,Nairobi,4.9,0.3801550948,
R00293,2024-12-20,Silver,27.677792,Lagos,4.2,0.2599070762,
R00294,2025-03-22,Bronze,32.33023755,Cairo,4.8,0.4500692989,
R00295,2024-05-14,Bronze,18,Lagos,4.8,0.3203095632,
R00296,2024-01-12,Silver,29.41727705,Nairobi,4.5,0.132341942,
R00297,2025-03-17,Platinum,25.21771663,Lagos,4.6,0.2640482864,R00068
R00298,2024-10-19,Gold,29.96566608,Cairo,4.8,0.1774825064,
R00299,2023-12-10,Silver,42.28047517,Cairo,4.6,0.1851812349,
R00300,2024-02-20,Bronze,37.18908449,Cairo,4.3,0.337416283,
R00301,2024-03-03,Platinum,22.34562044,Cairo,4.5,0.1287316114,
R00302,2024-02-09,Bronze,39.75947392,Cairo,4.7,0.3155669819,
R00303,2023-06-02,Bronze,41.36325584,Nairobi,5,0.1465977798,
R00304,2023-12-28,Bronze,31.3244296,Cairo,4,0.2709891535,R00282
R00305,2024-02-28,Bronze,33.2760957,Cairo,4.2,0.2281337775,
R00306,2024-05-12,Silver,37.1185149,Lagos,4.5,0.3614052163,
R00307,2024-03-26,Silver,37.85102438,Lagos,4.4,0.1740883363,
R00308,2024-09-24,Bronze,30.29571782,Nairobi,4.4,0.124266888,
R00309,2023-10-03,Platinum,36.75063156,Nairobi,3,0.04943027764,
R00310,2024-08-24,Bronze,28.16187084,Nairobi,4.5,0.4334551813,
R00311,2024-09-08,Gold,32.23889665,Cairo,4.2,0.315262636,
R00312,2023-11-14,Bronze,27.37263148,Lagos,4.5,0.344901493,
R00313,2023-06-28,Gold,24.18020655,Cairo,5,0.7339471144,
R00314,2025-04-04,Bronze,18.09783135,Lagos,5,0.2648634942,
R00315,2025-02-14,Gold,44.57320352,Cairo,4.5,0.4912060931,
R00316,2023-09-11,Bronze,37.04139152,Lagos,4.1,0.1112995741,R00059
R00317,2023-10-04,Bronze,35.07896438,Cairo,4.5,0.1583112486,R00210
R00318,2025-02-21,Gold,39.77176986,Nairobi,4.3,0.5195037926,R00004
R00319,2024-03-13,Gold,42.30458037,Nairobi,3.9,0.2556630768,
R00320,2024-10-03,Bronze,40.72466595,Lagos,4.4,0.2687844044,
R00321,2024-01-16,Silver,26.43219552,Cairo,5,0.3934656363,
R00322,2024-10-16,Bronze,39.46606263,Nairobi,4.6,0.5839489846,
R00323,2025-04-05,Bronze,42.79538338,Nairobi,4.1,0.1630721873,
R00324,2024-11-09,Bronze,45.92757956,Cairo,5,0.2740097385,
R00325,2024-08-27,Gold,37.34271165,Nairobi,4.4,0.753531526,
R00326,2025-03-07,Gold,18,Lagos,4,0.2832099837,
R00327,2024-08-20,Bronze,28.36118491,Nairobi,4.6,0.5029060521,R00060
R00328,2023-05-22,Bronze,32.5304412,Cairo,4.8,0.04307930625,
R00329,2024-12-22,Silver,30.94352287,Nairobi,4.7,0.1094919647,
R00330,2025-03-15,Bronze,26.16581329,Nairobi,4.5,0.464968972,R00036
R00331,2023-07-21,Bronze,25.14748918,Cairo,5,0.3598706394,
R00332,2023-06-16,Bronze,43.9592366,Nairobi,4.4,0.566714634,R00030
R00333,2024-04-20,Bronze,43.86090254,Nairobi,4.7,0.3610793443,
R00334,2024-01-19,Silver,32.81850443,Nairobi,3.4,0.2040773393,R00041
R00335,2023-07-16,Bronze,23.170697,Nairobi,4.4,0.1468358068,
R00336,2024-02-02,Bronze,39.88657105,Lagos,4.3,0.3823021372,
R00337,2023-10-15,Bronze,31.53216642,Lagos,4.4,0.3889886264,
R00338,2024-02-16,Bronze,49.87703481,Nairobi,4.7,0.2010011828,
R00339,2023-11-06,Bronze,28.43485938,Cairo,4.7,0.3685071039,
R00340,2024-02-19,Bronze,18,Nairobi,5,0.3379257596,R00013
R00341,2024-08-22,Bronze,57.01546772,Nairobi,3.7,0.08535035033,
R00342,2023-07-05,Silver,41.76316706,Nairobi,3.6,0.2588432698,
R00343,2023-11-21,Gold,28.85705817,Nairobi,4.8,0.4999250775,R00330
R00344,2024-01-03,Silver,52.72581727,Cairo,4.5,0.3340996703,R00025
R00345,2024-09-03,Bronze,35.73435254,Cairo,4.6,0.1986415753,
R00346,2025-04-25,Bronze,51.55762949,Nairobi,4.6,0.2705209465,R00103
R00347,2025-02-17,Bronze,34.2002859,Nairobi,4,0.4325710314,
R00348,2024-05-21,Silver,18,Cairo,4.7,0.5304734954,
R00349,2024-11-18,Bronze,40.59860767,Cairo,4.5,0.0601277311,
R00350,2024-01-22,Bronze,28.41746715,Nairobi,4.9,0.09150749708,R00030
R00351,2024-04-05,Bronze,18,Cairo,3.7,0.204117394,R00007
R00352,2023-07-01,Silver,44.82676859,Cairo,5,0.1740020638,
R00353,2024-10-10,Silver,47.91862224,Cairo,4.6,0.2314269037,
R00354,2024-07-17,Silver,28.34649618,Nairobi,4.6,0.4955112031,
R00355,2023-06-27,Silver,35.25477846,Cairo,4.3,0.120693015,R00209
